"","State","SttFIPS","FIPS","County","Lat","Lon","MinmmTm","MaxmmTm","MenTmpr","Precptt","Percntg","NmbrfIC","SersCmp","BostrDs","SoclAss","Percntl","ArefLnd","AveragH","AvrgH_1","AvrgH_2","Popultn","Prcnt_1","Prcnt_2","Prcnt_3","Prcnt_4","Prcnt_5","Prcnt_6","Prcnt_7","IncmInq","AveragD","Prcnt_8","Prcnt_9","Prcnt10","Poplt_1","Prcnt11","Prcnt12","Prcnt13","Prcnt14","DntstsR","Cases","Deaths","C_P_100","D_P_100","PrmryCr","PrcntgS","Prcn_15","Dmgrph1","Dmgrph2","Sccnmc1","Sccnmc2","Epdmlgc","Helthcr","Vaccntn","HsngCnd","Envrnmn"
"1","Alabama",1,1001,"Autauga",32.5349,-86.6427,36.3,98.1,72.36428571,0.192348178,16,6,44,32.4,12.2,0.3773,1539602123,2.59,2.59,2.6,35.85341899,17,37,42,90,60,2.8,16,4.8,10,14,11,13,59095,20.7,3.3,51.4,48.6,32,15744,213,0.432711715608702,-0.040739603120601,47,18,0.500963391136802,0.48142504106917,-0.102594598393059,-0.590517139415688,-0.353304797941385,0.320121337841071,0.476113562524858,1.09583488594562,0.853649674433413,2.71249675002462
"2","Alabama",1,1003,"Baldwin",30.7275,-87.7226,49.8,93.9,75.78296943,0,21.5,51,50.7,35,10.5,0.2757,4117546676,2.61,2.66,2.48,50.54150356,15,33,47,91,66,3,16,4.3,7.6,12,10,11,239294,8.4,4.8,51.3,48.7,48,55489,677,-0.183114783087328,-0.523221199853146,70,17,0.482490272373541,0.839321754551697,-0.198130868504663,-0.9257873207863,-0.649906755268612,-0.762887556031868,-0.360221094074221,0.392410262995165,-0.135379515833243,1.62411450655
"3","Alabama",1,1005,"Barbour",31.8696,-85.3932,30.9,94.1,71.27420814,0.142352941,20,5,45.2,32.9,7.6,0.9847,2292144655,2.49,2.44,2.58,11.24798121,28,46,40,76,39,5.7,35,5.2,9.4,16,16,10,24964,47.4,5,46.7,53.3,32,5658,98,-0.276560565585095,0.15922568438783,32,26,0.51394422310757,-1.31839811023883,1.1047831529723,2.00305749759037,2.77601841653947,4.09797601110015,0.817307492673509,1.1672329134117,1.05984240512408,1.6251036816294
"4","Alabama",1,1007,"Bibb",32.9986,-87.1265,36,96.1,70.3898374,0.135325203,16.7,0,34.7,34.4,8.5,0.5737,1612167481,2.99,3.05,2.81,13.973114,22,38,34,81,37,3.5,29,5,9.8,11,12,9,22477,21.3,3.1,46,54,27,6422,101,0.776821740204915,0.512635922315637,54,23,0.479522184300341,-1.88028283131387,-0.054872175093018,0.814511394493652,2.13123533465033,1.31953915830572,0.41306278651448,1.84980048033058,-0.717281929240883,2.03839974108871
"5","Alabama",1,1009,"Blount",33.9809,-86.5674,28.6,92.3,66.29444444,0.16468254,18.7,6,31.6,33.1,7.8,0.4986,1670103911,2.77,2.85,2.48,34.51581642,18,33,42,84,57,2.4,17,4.8,9.6,10,11,8,59041,1.6,9.9,50.2,49.8,17,14929,239,0.190885416581287,0.235394469268509,21,22,0.465290806754221,0.138249695380316,-0.261306250529569,-0.636136878958786,0.879151176191676,-0.209041353422154,1.34993300127675,1.51154946971629,-1.27077837892066,1.3324875485054
"6","Alabama",1,1011,"Bullock",32.1005,-85.7157,34,98.1,73.13688525,0.146333333,17.6,0,53.3,31.2,7.9,0.9363,1613059160,2.75,2.71,2.88,6.41761955,30,48,32,78,36,4,42,6.3,9.3,13,18,19,10320,68.2,9.1,44.6,55.4,19,2304,53,-0.337025753242691,0.912319104984611,30,26,0.51520572450805,-2.43473946961075,1.95825919216561,2.9865644759819,2.66996444167293,5.06615807944465,1.10939560010582,1.49427981640885,1.71351769224114,2.18205525417716
"7","Alabama",1,1013,"Butler",31.7524,-86.6803,34,97,72.68634538,0.142282158,21.2,7,39.4,32,9.7,0.9166,2012002530,2.94,2.89,3.04,9.952770785,23,45,34,86,41,5.3,34,5.3,9.1,12,14,9,18884,44.7,1.7,53.4,46.6,37,5052,129,0.452499441318923,1.9675912906518,25,22,0.512647554806071,1.76225371203369,0.643127564919218,1.9066723947978,1.28193012175994,2.96382998946665,0.880048407504159,1.82331806003188,0.238789223624801,1.99238601664736
"8","Alabama",1,1015,"Calhoun",33.7714,-85.826,30,97,69.85603113,0.108577075,18.5,24,46.8,35.4,14.3,0.816,1569189622,2.49,2.47,2.52,73.348688,20,37,39,85,55,4.1,25,4.8,9.7,12,12,11,115972,21.3,4.2,51.6,48.4,66,32355,620,0.656900451854035,1.04330637051789,64,21,0.50501002004008,0.742153324519642,0.167716614355977,0.457413259915838,0.343001554085044,0.861053038466458,-0.558987148305956,1.02211032409994,0.254714668574312,1.64203436465566
"9","Alabama",1,1019,"Cherokee",34.1759,-85.6038,28.4,93.4,66.57670683,0,24,0,30.6,38,8.5,0.419,1433623321,2.41,2.44,2.3,18.0333283,19,41,47,80,50,2.5,27,4.8,9.5,9,11,8,24996,4.1,1.9,50.2,49.8,16,5115,85,-0.669138632072247,-0.167595860929013,38,23,0.485232067510548,0.550011074811108,-0.686514682247152,0.187848861298768,1.66881475699649,1.20772007488344,0.987090353923463,0.948091512138896,-1.04026795107921,0.429965742254619
"10","Alabama",1,1021,"Chilton",32.8479,-86.7188,30,95.2,69.2234127,0.171825397,17.5,6,36.3,32.4,14.9,0.744,1794477075,2.6,2.6,2.59,24.48066939,20,38,41,82,44,2.9,22,4.1,9.9,15,11,10,45274,9.9,8.1,50.7,49.3,29,11060,202,0.038091223886372,0.492868707643742,23,22,0.499036608863199,0.278387114407618,-0.093297681263461,-0.60768891488021,1.16553304744588,0.853641078857333,1.0775916837024,1.4392526891501,0.547455978549669,1.85219985461417
"11","Alabama",1,1023,"Choctaw",32.0198,-88.2632,28.8,94.6,69.82270916,0.166095618,23.7,0,66,36,21.8,0.8297,2365869835,2.41,2.41,2.4,5.526508604,23,41,34,81,53,4.4,32,6.3,9.3,10,14,11,12533,41,1.2,52.4,47.6,48,2050,36,-1.40145976178191,-0.496296031625442,39,22,0.498960498960499,1.48928523596908,0.781069974464497,2.29280080932451,0.603538989627227,2.37837138698334,0.352519946383641,0.643642192153269,-0.110620636495654,1.50308591099275
"12","Alabama",1,1025,"Clarke",31.6767,-87.8308,28.8,94.6,69.82285714,0.170163265,20.5,0,51,35.7,15.9,0.8233,3207494111,2.57,2.74,2.21,7.603131652,24,41,30,82,42,6,29,5.9,9.5,12,14,12,22760,45,1.5,52.4,47.6,35,7141,99,1.27683328619104,0.423170205913068,54,23,0.446464646464646,1.26271241799114,1.2366066898129,2.10365082652219,1.25337747128234,2.47560514707415,0.264034239704184,1.44961731801329,-0.567659401550089,1.57424157728758
"13","Alabama",1,1027,"Clay",33.269,-85.8606,30,97,70,0.103414634,21.2,4,41.7,30.1,11.3,0.5922,1564251835,2.51,2.54,2.42,8.552331345,21,39,40,83,42,2.7,28,6.3,7.6,8,12,8,14190,13.6,3.3,50.8,49.2,14,4080,81,0.809138398622156,1.26869006986516,38,23,0.487903225806452,0.595290448557059,-0.245102704516233,1.43427358654724,1.43326420543929,1.30908532491183,1.02211162133528,1.45007166901142,-1.16746615842487,1.00921889193444
"14","Alabama",1,1031,"Coffee",31.4027,-85.9882,38.1,97,73.03662551,0.183703704,17.1,7,47.2,27.2,13.9,0.5266,1758565925,2.56,2.59,2.5,29.16467291,19,44,36,86,63,2.8,24,4.8,9.1,10,12,10,54174,16.6,8.8,50.5,49.5,35,13566,231,0.14732098502062,0.369832608990101,46,20,0.491159135559921,0.175834451207463,0.190314296716642,0.061928488492113,-0.174692190513005,1.90191651937913,0.441625925900144,1.68390824746815,-0.372560739220092,2.44129668902605
"15","Alabama",1,1033,"Colbert",34.7005,-87.8049,30.4,97.5,67.61269841,0.145634921,20.3,22,48,36.5,16.8,0.4333,1535202321,2.48,2.51,2.41,35.49694998,19,37,47,87,56,4,24,4.6,8.1,11,11,9,57474,16,3.4,51.8,48.2,49,16314,260,0.743576752403136,0.531495803885208,64,21,0.489837398373984,0.994271630197874,-0.03842285552152,0.210163284807726,-0.169467814850566,0.583201251097623,-0.23494659348045,0.406692515960133,-0.439907545852914,1.32406057859526
"16","Alabama",1,1035,"Conecuh",31.4292,-86.9937,34,98.1,73.41639344,0.173237705,24.1,0,43.5,30.5,7.3,0.8628,2202007854,2.73,2.73,2.72,5.682995171,24,43,42,88,45,4.8,34,4.2,9.2,8,15,5,11328,45,2.8,51.8,48.2,18,2860,71,0.183994018614565,1.61686032088633,41,24,0.499082568807339,1.24370798209723,1.00431503201148,0.949577848493555,1.06624013218454,2.99905077005711,0.879140109339936,1.23116046628104,-1.45225427199421,2.30693093057666
"17","Alabama",1,1039,"Covington",31.2485,-86.4513,39,100,76.27831325,0.17625,21.7,13,38.1,31.6,12.4,0.695,2669129020,2.44,2.47,2.38,13.99370346,20,45,39,85,49,3,28,5.5,9.1,13,12,10,37524,12.5,2.1,51.5,48.5,37,9306,228,0.104270257389441,1.49764554981872,49,21,0.490721649484536,0.943070403788035,-0.388444203618554,0.983720326736308,0.780047639439863,2.15015948126189,0.333379594020862,1.56138710751131,0.009509380551467,2.8410333307377
"18","Alabama",1,1041,"Crenshaw",31.7315,-86.3135,30,93.2,70.6432,0.14956,19.7,0,34.3,33.4,10.1,0.7014,1576952799,2.73,2.73,2.72,8.792273306,21,40,36,81,46,3.3,29,5.8,9.1,8,13,10,13083,23.5,2.5,51,49,23,3799,98,0.85997070982438,2.37802945371458,14,22,0.499082568807339,0.573098667220776,-0.026608144394061,1.3746452106437,1.60687792113092,1.70150297525347,1.39739859899231,1.79800700508171,-0.386617025072468,1.43383385520941
"19","Alabama",1,1043,"Cullman",34.1319,-86.8676,28.6,92.3,66.17042802,0.17077821,18.7,12,38.2,36.7,11.3,0.4909,1903073019,2.64,2.67,2.56,43.25267563,18,38,52,84,58,2.4,18,4.2,9.4,11,11,8,89496,1.3,4.7,50.3,49.7,48,24508,364,0.565145509141405,0.247335898132172,53,21,0.489483747609943,0.178977352278891,-0.611957464374181,-1.00526485904748,0.566724012728718,0.601125914638087,0.035116923896917,0.395380851541689,-0.587924854402585,1.2787555672193
"20","Alabama",1,1045,"Dale",31.4318,-85.611,34,95.7,72.9602459,0.164567901,17.7,6,47.8,26.6,11.4,0.7463,1453244553,2.57,2.42,2.81,33.89312549,20,39,41,85,58,3.1,23,5.2,9.1,12,13,12,49342,21,7.3,50.8,49.2,32,12863,229,0.330565705369125,0.604496896339028,20,21,0.537284894837476,0.331420559725195,0.248428202384676,0.357510740614191,0.421857598722249,1.40290126963182,1.08972784249498,1.37677738999713,1.30094267611511,2.02566954724656
"21","Alabama",1,1047,"Dallas",32.326,-87.1065,30.2,95,69.06118421,0,19.7,18,45.3,38.1,12.5,0.9586,2534919599,2.41,2.37,2.48,15.79103338,27,48,38,86,55,7.4,45,5.4,9.5,17,17,15,37619,70.6,1.2,53.6,46.4,32,8392,242,-0.340183168399676,1.71971878628826,76,23,0.511340206185567,1.7335077234348,1.39026278155494,3.41574762461662,0.359641218086123,4.57528002156194,-0.189251587141255,0.983102503346873,1.86423735728644,0.718793217805113
"22","Alabama",1,1049,"DeKalb",34.4598,-85.8041,28.9,91.4,65.16055777,0.165258964,17.7,12,33.8,35.3,8.7,0.751,2012676479,2.69,2.68,2.7,35.37577983,23,42,42,78,49,2.5,29,5,7.5,11,12,10,71813,1.5,15.8,50.1,49.9,29,18747,326,0.337027163525406,0.541319191185532,39,23,0.50185873605948,0.010590563273928,0.01919631009999,0.50855924666885,1.9430283433988,2.03831107052524,0.71314447385466,1.31612107317125,-0.041139265406607,0.607369151035533
"23","Alabama",1,1051,"Elmore",32.5966,-86.1492,36.3,98.1,72.20798479,0.185658915,16.3,5,46.3,32.3,11.1,0.5415,1601769095,2.63,2.65,2.59,50.70144021,17,37,40,88,55,2.7,17,4.1,10,12,10,9,89304,21.3,3.1,51.3,48.7,13,23220,343,0.318440062820141,0.106422557926085,26,19,0.494274809160305,0.448328803253767,-0.045700433090909,-1.08214143932472,0.223781626728227,0.107354378193598,1.31101595927456,1.14877133401607,-0.030619375416107,2.67382422791543
"24","Alabama",1,1053,"Escambia",31.1261,-87.1616,33.6,94.3,71.394,0.18772,18.4,14,36.4,32.6,15,0.8637,2448115119,2.57,2.6,2.5,15.24764898,25,44,35,82,38,4.1,30,5.2,9.3,10,15,12,36699,31.2,2.6,49.5,50.5,41,10009,169,0.545307373766363,0.582062006933044,33,25,0.490196078431373,-0.185755753570015,0.708063353282922,1.21088010484246,1.45925962470328,3.28341133905182,0.62053165738045,1.8315640336538,-0.001215111051313,1.95807067943714
"25","Alabama",1,1055,"Etowah",34.0453,-86.0348,28,96.1,67.68346774,0.100590717,19.3,56,41,36.5,15.5,0.7335,1386373604,2.62,2.62,2.63,74.25054812,19,41,39,86,56,4.1,25,4.8,8.4,10,12,11,103162,15.5,4.6,51.3,48.7,50,28763,641,0.653764414661199,1.58317223470673,80,21,0.500952380952381,0.669699863247873,-0.056760605587137,0.460694566557654,0.063054556185835,1.40846663313987,-0.629588483199626,1.17227660964301,-0.124779921478105,0.927172155944977
"26","Alabama",1,1057,"Fayette",33.7212,-87.7389,26.6,104,69.53333333,0,21.8,12,34.9,34.1,8.5,0.7217,1625693290,2.34,2.37,2.23,10.20180135,21,39,49,83,45,3.1,27,5.6,9,12,12,9,16148,11.2,2.1,50.9,49.1,31,4977,96,1.17802454234694,1.41604882893377,103,24,0.484782608695652,0.686881235677571,-0.374604963740079,1.00129202697502,1.55470673921446,1.34775309205817,-0.763723660874829,0.889488185953028,-0.405103308621688,1.15788174560973
"27","Alabama",1,1059,"Franklin",34.4417,-87.8437,26.8,94.3,66.09488189,0.202480315,17,7,43.5,32.2,9.2,0.9195,1641841406,2.79,2.71,2.99,19.21135615,22,38,43,79,39,2.5,25,4.4,8.2,10,12,9,32013,3.9,19,49.9,50.1,28,9856,137,1.17202150621722,0.379463038578666,45,23,0.524561403508772,-0.068615796843486,0.388808491413841,-0.239026636325421,2.34039670979136,1.34332543955442,0.598788205322466,1.08655661776357,0.068518564827941,1.13028531039547
"28","Alabama",1,1061,"Geneva",31.0951,-85.8391,34.7,97.2,73.70128755,0.201524664,21.1,6,40.2,32.8,8.7,0.8173,1487897666,2.5,2.42,2.7,17.80431585,22,38,46,82,46,2.8,29,4.9,9,12,13,12,26701,9.1,4.7,50.9,49.1,7,6460,163,-0.00384969099835,1.51540165413631,30,24,0.52734375,0.631373949495713,-0.335843890238447,0.545477426877287,1.60369049112088,1.47387955284223,1.33349858322996,0.957586731219669,1.11356578141853,2.3878758887878
"29","Alabama",1,1065,"Hale",32.7627,-87.6291,29.8,97.2,69.71781377,0.151781377,20.1,0,61.3,40.4,6.8,0.9793,1667907112,2.6,2.74,2.22,8.925557001,26,47,35,81,49,5.7,33,6.2,9.4,15,16,13,14754,57.3,1.6,52.5,47.5,14,4711,105,1.37582730759197,2.1453044504461,20,24,0.44758064516129,1.27013906876651,1.46443699616242,2.6012387064801,1.71204488823736,4.07702006830099,1.4311443892568,0.471144505609473,-0.327805069878591,1.73091334201126
"30","Alabama",1,1067,"Henry",31.5147,-85.2414,36,100,74.58595041,0.15107438,23.1,0,45.4,34.6,13.4,0.596,1454926621,2.52,2.5,2.64,11.76966574,20,42,40,81,46,3.2,25,5.2,9.1,9,12,8,17459,24.7,2.7,51.8,48.2,29,4571,75,0.350587307925581,0.389587572182692,29,21,0.513618677042802,1.18377231842178,0.123732642662017,0.531533342971987,1.36365576446221,1.6905662594669,0.943884510050449,1.05829178894578,-0.167568462693302,2.4679958476802
"31","Alabama",1,1069,"Houston",31.1532,-85.3025,36,100,74.43596838,0.146916996,18.6,66,43.1,33.9,11.6,0.6819,1501854593,2.63,2.61,2.68,69.48209266,20,39,45,88,59,3.4,27,5.1,8.1,13,12,13,107458,27.4,3.6,51.9,48.1,65,25666,502,-0.058985223249031,0.623489728134164,90,21,0.506616257088847,0.902953070882387,0.273134052789519,0.685290043660929,-0.015662169663943,1.19834911166846,-1.14430889046661,0.855517245444768,0.841001369062291,2.14210311483875
"32","Alabama",1,1071,"Jackson",34.7795,-85.9994,28.4,92.7,66.22996109,0.207548638,21,10,49.2,37.6,9.1,0.5788,2791974056,2.49,2.53,2.4,18.65848284,20,40,44,82,49,2.9,27,4.8,8.6,10,11,8,52773,3.4,3.3,50.6,49.4,30,15019,236,0.756884060882946,0.49925554312935,54,22,0.486815415821501,0.492142092155903,-0.634780680263,0.311284450955399,1.40980236457252,1.15829499193773,0.357982845991362,0.479634980101352,-0.553412704319202,1.30077747191298
"33","Alabama",1,1073,"Jefferson",33.5543,-86.8964,35.1,102,70.8904943,0.169429658,16.7,471,58,38.5,14.5,0.6409,2878465205,2.47,2.55,2.33,229.2513381,17,39,48,91,69,3.6,24,5.4,10.7,15,12,15,667820,43.5,4.3,52.5,47.5,90,184579,2342,0.610544083532336,-0.101380654974611,109,16,0.477459016393443,1.01780245134062,0.779991986017975,0.711990055186549,-1.07281132020485,0.843326864354991,-2.17701751713797,-0.164100142796347,0.421728650482177,2.93640176309469
"34","Alabama",1,1075,"Lamar",33.7791,-88.097,29.1,96.8,69.73873518,0.173688525,22.5,0,43.9,40.5,7.2,0.6804,1566544637,2.3,2.38,2.03,8.894097028,20,39,43,82,48,3,25,5.4,8.9,9,11,7,13689,10.1,2.1,50.5,49.5,22,3724,63,0.533020500096365,0.5803225948102,79.5,22,0.46031746031746,0.558555164609276,-0.411135018524587,0.678548320369953,1.5753409586677,1.01719157559951,-0.056001911171609,0.559093613799502,-1.64839012110239,1.66545932528791
"35","Alabama",1,1077,"Lauderdale",34.9014,-87.654,30.4,97.5,67.44552529,0.151245136,20.5,48,46.5,37.1,14.6,0.5396,1730146083,2.35,2.44,2.15,53.51282236,17,39,54,89,57,3.2,23,4.6,8,12,11,11,94043,9.7,3.1,51.7,48.3,57,24094,390,0.250516179995979,0.297013826934414,50,19,0.468409586056645,0.959443704078632,-0.403612854094133,-0.07841529100674,-0.27082092199201,0.632840404774429,-0.080293896502537,-0.038224878286458,-0.570067941034009,1.3320542166923
"36","Alabama",1,1079,"Lawrence",34.5217,-87.311,30,93.6,67.40992063,0.179047619,19,6,47.1,36.1,12.4,0.4858,1788864247,2.57,2.54,2.68,18.54305046,21,39,39,83,53,2.9,23,4.4,8.5,10,12,8,33090,10.3,2.6,50.8,49.2,9,7656,155,-0.192340098628078,0.631333063088628,15,23,0.513409961685824,0.420578671808648,-0.413145293939224,-0.304372686288546,0.862728884041309,1.34610213030808,1.63763420741357,0.974708540580108,0.005650885703674,1.31156655883018
"37","Alabama",1,1083,"Limestone",34.8101,-86.9814,28,97,67.51254753,0.166692015,15.5,10,38.9,33,8.8,0.5269,1450277885,2.81,2.8,2.85,64.16149688,17,35,49,87,65,2.5,12,4.5,8.6,11,10,8,107517,13.7,6.5,49.7,50.3,30,24879,292,-0.191859102411047,-0.593741627393745,36,19,0.504424778761062,-0.338510285812498,-0.035556059275012,-1.23858134907865,-0.036792036560226,-0.206706432554129,0.76232860475965,0.801533879015323,-0.1309632366473,1.41917451992461
"38","Alabama",1,1087,"Macon",32.3859,-85.6927,35.1,95,70.82024291,0.175060729,21.5,0,47.8,37.5,7.1,0.9023,1576855717,2.19,2.21,2.15,12.08354055,26,47,34,84,55,6,43,5.4,9.7,16,17,13,18895,79.1,2.1,54.5,45.5,26,3863,83,-0.672475632183192,0.449908065102051,38,21,0.493119266055046,2.26362242314819,1.93788904930792,2.88813913254249,0.979471082545303,4.22997195101244,0.795969382056876,1.19846352746175,0.640315810929958,2.14580002638521
"39","Alabama",1,1089,"Madison",34.7631,-86.5502,27.1,95.9,67.25675676,0,15.5,100,61.6,37.7,10.7,0.3034,2076091216,2.4,2.51,2.18,172.2275,15,35,47,92,76,2.7,14,5,7.4,11,11,10,395211,24.3,5.5,50.6,49.4,52,89192,952,-0.293758986040327,-0.784820869069191,89,16,0.464818763326226,0.060344400151823,0.32731545323845,-0.672054644824761,-1.3378612767034,-0.251256340844851,-0.881600592054223,-0.171854013764322,-0.858811438753999,-0.020890698564593
"40","Alabama",1,1091,"Marengo",32.2477,-87.7895,28.8,94.6,69.82270916,0.166095618,20.3,5,54.3,36.1,17.3,0.8937,2530140238,2.48,2.56,2.29,7.722101608,23,44,39,87,51,4.2,34,6.3,9.4,13,15,10,18996,51.3,3,52.9,47.1,26,5185,108,0.549230249934944,1.25447609989704,47,21,0.472164948453608,1.47416904802197,1.05833480101153,2.4146825444375,0.072568190645639,3.01919322375035,0.589905360262248,0.721086758352427,-0.399533569776314,1.54296565716572
"41","Alabama",1,1093,"Marion",34.1366,-87.8871,28.9,95,66.85686275,0.161137255,21.1,4,36.4,36,10.4,0.6256,1922656563,2.41,2.47,2.24,15.58520673,20,38,38,81,57,2.8,25,4.8,8.6,11,12,6,29246,4.2,2.7,49.9,50.1,17,8118,151,0.631695862406024,0.929397631248583,34,23,0.475583864118896,0.170703075872242,-0.636008257907867,0.14963390946895,1.00146780763229,1.08287443817785,1.05826264932853,1.42443224511224,-1.21382346827791,1.20518955398106
"42","Alabama",1,1097,"Mobile",30.7872,-88.2058,39,102,73.14396887,0.172996109,17,157,49.5,34.7,11.4,0.787,3184053031,2.6,2.65,2.51,130.2299289,20,39,44,88,58,4.7,25,5.2,8.3,15,13,14,413073,36.3,3.1,52.3,47.7,51,113128,1637,0.565584684638495,0.182457548751796,66,20,0.486434108527132,0.976677781419525,1.60996469921146,0.925322420551166,0.04093070701979,1.44861385730462,-0.356295780936973,0.651253681255294,1.02201785897722,2.64462063880923
"43","Alabama",1,1099,"Monroe",31.5709,-87.3655,34,98.1,73.38951613,0.170443548,21.7,8,43.5,35.9,12.8,0.7491,2656469661,2.61,2.68,2.49,8.097965626,24,44,39,82,37,5.6,33,5.9,9.3,13,14,11,19648,41,1.7,52.1,47.9,25,5268,80,0.463035890721674,0.250099523489467,43,23,0.481624758220503,1.21301429969159,1.55823003688833,2.3553207126307,1.71549561346983,2.93726325573113,0.698677773537625,1.11354218202664,-0.005013686462684,2.3050641552662
"44","Alabama",1,1101,"Montgomery",32.2203,-86.2076,34,98.1,73.08136882,0.172061069,16,88,52,34.6,14.9,0.8093,2033918497,2.45,2.48,2.4,111.5782173,20,49,39,88,64,4.9,34,5.3,9,17,15,17,227434,60.1,3.9,52.8,47.2,79,54753,932,-0.025180855380878,0.266425324421857,102,17,0.491803278688525,1.09516663233255,1.2132297823332,1.80703782843777,-0.524905460551929,3.44019917925747,-1.68930926419409,0.877825315774313,1.43803441699962,2.23105769047721
"45","Alabama",1,1103,"Morgan",34.4535,-86.8529,28.4,94.1,66.65119048,0.143648069,18.1,34,43.5,38.6,12.1,0.7192,1500612908,2.57,2.6,2.48,79.38223066,19,40,49,85,56,2.6,17,4.7,7.6,12,11,9,123668,12.9,9,50.6,49.4,52,36001,510,0.873046950342624,0.282640166995074,52,21,0.488188976377953,0.267874581348455,0.086765714965929,-0.654774025627437,0.470413545862182,1.03947193785625,-0.025601123750409,0.294327063694297,-0.314378073817605,0.768550401638715
"46","Alabama",1,1105,"Perry",32.6385,-87.2944,29.1,97.5,70.1,0.146033755,20.6,0,48.5,39.9,9.8,1,1863900621,2.82,2.89,2.62,5.089327131,32,51,26,79,37,8.3,50,4.5,9.4,19,19,10,8355,67.4,1.6,53.5,46.5,24,2092,44,0.146851257356714,0.993633303047812,33,27,0.475499092558984,1.75787792760931,1.73107881128165,3.37639729084297,2.33274953052195,6.0972000958702,0.946544038828961,1.55359450518893,0.389204640843538,1.7156179156458
"47","Alabama",1,1107,"Pickens",33.2808,-88.0888,33.1,99,71.7848,0.138313253,19.5,4,49.3,35.8,10,0.9379,2282893837,2.49,2.57,2.26,8.891346444,24,42,48,83,44,4.1,30,4.8,9.3,10,15,9,18801,39.6,5.5,49.8,50.2,21,5253,101,0.66421706751502,1.05944903465933,40,23,0.467908902691511,0.0209211786851,1.12388440170436,0.914530435725758,1.50980803106839,2.86514166917852,0.845668248795461,0.33366106716335,-1.0627947063047,2.07461796477659
"48","Alabama",1,1109,"Pike",31.8027,-85.9409,30.9,94.1,71.11521739,0.140130435,15.9,9,42,33.2,10.2,0.9153,1740647518,2.73,2.98,2.36,19.18998514,20,39,36,87,60,3.2,30,6.3,9.2,16,13,17,32991,38,2.4,52.1,47.9,33,7466,133,-0.282663643678552,0.225042963116903,45,20,0.441947565543071,0.770437076831268,0.463178485629796,1.80724140525384,0.16243238470438,1.39944763095661,0.501495103025771,1.52592243707067,0.048471412380525,1.55244498469363
"49","Alabama",1,1111,"Randolph",33.2938,-85.4591,28.9,92.3,66.252,0,21.3,0,32.8,37.2,9.7,0.8029,1503615935,2.56,2.56,2.53,15.0131423,20,43,33,80,48,2.7,30,5.5,9.5,12,12,10,21989,18.7,2.9,51.4,48.6,14,5081,74,-0.197670739346457,-0.189519524470244,22,21,0.49705304518664,0.869744618578371,-0.013728804575848,0.98741258796755,1.6503206468398,1.85620531054108,1.38663418404217,1.83955023339532,-0.095907741861881,0.345984776360161
"50","Alabama",1,1113,"Russell",32.2884,-85.1849,30.7,98.6,71.24820717,0.145645161,15.1,8,40.9,30.1,9.5,0.8892,1660577613,2.53,2.5,2.58,35.05587426,22,42,42,85,64,3.1,31,5.1,9.5,18,14,18,58722,45.4,5.9,52.3,47.7,26,10051,89,-1.26602845814276,-1.34075285839324,26,22,0.507874015748031,0.789293612450299,1.15457204549451,0.889257373768545,0.256653579178345,2.33075069672686,1.06591971060519,1.34464537189188,2.3145913429612,2.0001350897686
"51","Alabama",1,1115,"St. Clair",33.7157,-86.3146,30,95.7,68.69461538,0.149269231,17.4,6,39,36,8.6,0.3289,1635844944,2.65,2.66,2.57,53.370584,17,38,45,86,57,2.6,17,4,10,11,10,8,92748,10.2,2.6,50.3,49.7,28,25252,412,0.536968543020796,0.480683806742685,17,20,0.491395793499044,0.084436122847202,-0.427191656609728,-1.18989818864148,0.579188277438614,0.268756785504381,1.23219388801176,0.871774548079636,-0.815668912825465,1.80822904631846
"52","Alabama",1,1117,"Shelby",33.2643,-86.6607,36,96.1,70.2302682,0.135823755,16.5,32,36.1,34.3,10.9,0.1073,2034112797,2.66,2.71,2.47,103.8590388,13,33,46,94,78,2.1,9,3.9,10.6,9,9,9,226902,13.9,6,51.4,48.6,51,60619,447,0.445924696825339,-1.05794120328747,82,14,0.476833976833977,0.512586094078613,-0.10180367485069,-2.04570166552751,-1.61004484816948,-1.23449913987506,-0.68646212224334,1.00268161389168,-0.956972846563001,2.29162483934596
"53","Alabama",1,1119,"Sumter",32.5911,-88.1988,29.1,97.7,69.67004049,0.153117409,19.9,0,51.2,36.7,9.5,0.9748,2340898915,2.4,2.55,2.11,5.547014404,27,48,34,87,61,4.5,48,5.9,9.4,14,18,12,12164,70.4,1.4,53.9,46.1,16,2575,51,-0.543279484115941,0.325432475582286,55,23,0.452789699570815,1.89077909179188,2.1330932123839,3.37751929031314,0.178655269022308,4.82237506324343,0.605707161860661,1.1187205863679,-0.252287336395258,1.7288024889245
"54","Alabama",1,1121,"Talladega",33.3801,-86.1659,30,95.7,68.71351351,0.14984556,18.9,14,36.5,36.5,13.2,0.8841,1908256939,2.46,2.49,2.37,42.21915736,22,42,40,83,52,4.1,27,5.3,10,13,13,13,81524,32.9,2.6,51.5,48.5,34,22304,375,0.560571323834726,0.578851928090505,33,22,0.487654320987654,0.732883712891483,0.355469675916553,0.998363787376704,0.826087613088306,2.12459885907475,0.753506919203815,1.26868789485227,0.351087333410581,1.80941244769059
