"","X","State","County","FIPS","Lat","Lon","Phase","Dmgrph1","Dmgrph2","Sccnmc1","Sccnmc2","Epdmlgc","Helthcr","Vaccntn","HsngCnd","Envrnmn","StartDate","EndDate","PseudoDate","Population","Incidence"
"11",11,"Alabama","Choctaw",1023,32.0198,-88.2632,168,1.48928523596908,0.781069974464497,2.29280080932451,0.603538989627226,2.37837138698334,0.352519946383641,0.643642192153269,-0.110620636495654,1.50308591099275,"2020-10-16","2021-03-03","1",12589,13.3449837159425
"12",12,"Alabama","Clarke",1025,31.6767,-87.8308,2199,1.26271241799114,1.2366066898129,2.10365082652219,1.25337747128234,2.47560514707415,0.264034239704184,1.44961731801329,-0.567659401550089,1.57424157728758,"2020-10-16","2021-03-03","1",23622,93.0911861823724
"13",13,"Alabama","Clay",1027,33.269,-85.8606,776,0.595290448557059,-0.245102704516233,1.43427358654724,1.43326420543929,1.30908532491183,1.02211162133528,1.45007166901142,-1.16746615842487,1.00921889193444,"2020-10-16","2021-03-03","1",13235,58.6324140536456
"14",14,"Alabama","Coffee",1031,31.4027,-85.9882,3653,0.175834451207463,0.190314296716642,0.061928488492113,-0.174692190513005,1.90191651937913,0.441625925900146,1.68390824746815,-0.372560739220092,2.44129668902605,"2020-10-16","2021-03-03","1",52342,69.7909900271293
"15",15,"Alabama","Colbert",1033,34.7005,-87.8049,4135,0.994271630197874,-0.03842285552152,0.210163284807726,-0.169467814850566,0.583201251097623,-0.23494659348045,0.406692515960133,-0.439907545852914,1.32406057859526,"2020-10-16","2021-03-03","1",55241,74.853822342101
"16",16,"Alabama","Conecuh",1035,31.4292,-86.9937,520,1.24370798209723,1.00431503201148,0.949577848493555,1.06624013218454,2.99905077005711,0.879140109339934,1.23116046628104,-1.45225427199421,2.30693093057666,"2020-10-16","2021-03-03","1",12067,43.0927322449656
"17",17,"Alabama","Covington",1039,31.2485,-86.4513,2377,0.943070403788035,-0.388444203618554,0.983720326736308,0.780047639439863,2.15015948126189,0.333379594020863,1.56138710751131,0.009509380551467,2.8410333307377,"2020-10-16","2021-03-03","1",37049,64.1582768765689
"18",18,"Alabama","Crenshaw",1041,31.7315,-86.3135,884,0.573098667220776,-0.026608144394061,1.3746452106437,1.60687792113092,1.70150297525347,1.39739859899231,1.79800700508171,-0.386617025072468,1.43383385520941,"2020-10-16","2021-03-03","1",13772,64.188207958176
"19",19,"Alabama","Cullman",1043,34.1319,-86.8676,6789,0.178977352278891,-0.611957464374181,-1.00526485904748,0.566724012728717,0.601125914638087,0.0351169238969167,0.395380851541689,-0.587924854402585,1.2787555672193,"2020-10-16","2021-03-03","1",83768,81.0452678827237
"20",20,"Alabama","Dale",1045,31.4318,-85.611,3063,0.331420559725195,0.248428202384676,0.357510740614191,0.421857598722251,1.40290126963182,1.08972784249498,1.37677738999713,1.30094267611511,2.02566954724656,"2020-10-16","2021-03-03","1",49172,62.2915480354673
"21",21,"Alabama","Dallas",1047,32.326,-87.1065,1578,1.7335077234348,1.39026278155494,3.41574762461662,0.359641218086122,4.57528002156194,-0.189251587141255,0.983102503346873,1.86423735728644,0.718793217805113,"2020-10-16","2021-03-03","1",37196,42.4239165501667
"22",22,"Alabama","DeKalb",1049,34.4598,-85.8041,5450,0.010590563273928,0.01919631009999,0.50855924666885,1.9430283433988,2.03831107052524,0.71314447385466,1.31612107317125,-0.041139265406607,0.607369151035533,"2020-10-16","2021-03-03","1",71513,76.2099198747081
"23",23,"Alabama","Elmore",1051,32.5966,-86.1492,6406,0.448328803253767,-0.045700433090909,-1.08214143932472,0.223781626728227,0.107354378193598,1.31101595927456,1.14877133401607,-0.030619375416107,2.67382422791543,"2020-10-16","2021-03-03","1",81209,78.8828824391385
"24",24,"Alabama","Escambia",1053,31.1261,-87.1616,2092,-0.185755753570015,0.708063353282922,1.21088010484246,1.45925962470328,3.28341133905182,0.62053165738045,1.8315640336538,-0.001215111051313,1.95807067943714,"2020-10-16","2021-03-03","1",36633,57.1069800453143
"25",25,"Alabama","Etowah",1055,34.0453,-86.0348,9455,0.669699863247873,-0.056760605587137,0.460694566557654,0.0630545561858353,1.40846663313987,-0.629588483199626,1.17227660964301,-0.124779921478105,0.927172155944977,"2020-10-16","2021-03-03","1",102268,92.4531622795009
"26",26,"Alabama","Fayette",1057,33.7212,-87.7389,1481,0.686881235677571,-0.374604963740079,1.00129202697502,1.55470673921446,1.34775309205817,-0.763723660874829,0.889488185953028,-0.405103308621688,1.15788174560973,"2020-10-16","2021-03-03","1",16302,90.8477487424856
"27",27,"Alabama","Franklin",1059,34.4417,-87.8437,2045,-0.068615796843486,0.388808491413841,-0.239026636325421,2.34039670979136,1.34332543955442,0.598788205322466,1.08655661776357,0.068518564827941,1.13028531039547,"2020-10-16","2021-03-03","1",31362,65.206300618583
"28",28,"Alabama","Geneva",1061,31.0951,-85.8391,1588,0.631373949495713,-0.335843890238447,0.545477426877287,1.60369049112088,1.47387955284223,1.33349858322997,0.957586731219669,1.11356578141853,2.3878758887878,"2020-10-16","2021-03-03","1",26271,60.4468805907655
"29",29,"Alabama","Hale",1065,32.7627,-87.6291,1390,1.27013906876651,1.46443699616242,2.6012387064801,1.71204488823736,4.07702006830099,1.4311443892568,0.471144505609473,-0.327805069878591,1.73091334201126,"2020-10-16","2021-03-03","1",14651,94.8740700293495
"30",30,"Alabama","Henry",1067,31.5147,-85.2414,1209,1.18377231842178,0.123732642662017,0.531533342971987,1.36365576446221,1.6905662594669,0.94388451005045,1.05829178894578,-0.167568462693302,2.4679958476802,"2020-10-16","2021-03-03","1",17205,70.2702702702703
"31",31,"Alabama","Houston",1069,31.1532,-85.3025,6528,0.902953070882387,0.273134052789519,0.685290043660929,-0.0156621696639432,1.19834911166846,-1.14430889046661,0.855517245444768,0.841001369062291,2.14210311483875,"2020-10-16","2021-03-03","1",105882,61.6535388451295
"32",32,"Alabama","Jackson",1071,34.7795,-85.9994,4599,0.492142092155903,-0.634780680263,0.311284450955399,1.40980236457252,1.15829499193773,0.357982845991364,0.479634980101352,-0.553412704319202,1.30077747191298,"2020-10-16","2021-03-03","1",51626,89.0830201836284
"33",33,"Alabama","Jefferson",1073,33.5543,-86.8964,49370,1.01780245134062,0.779991986017975,0.711990055186549,-1.07281132020485,0.843326864354991,-2.17701751713797,-0.164100142796347,0.421728650482177,2.93640176309469,"2020-10-16","2021-03-03","1",658573,74.9651139661055
"34",34,"Alabama","Lamar",1075,33.7791,-88.097,896,0.558555164609276,-0.411135018524587,0.678548320369953,1.5753409586677,1.01719157559951,-0.0560019111716077,0.559093613799502,-1.64839012110239,1.66545932528791,"2020-10-16","2021-03-03","1",13805,64.9040202825063
"35",35,"Alabama","Lauderdale",1077,34.9014,-87.654,6616,0.959443704078632,-0.403612854094133,-0.07841529100674,-0.27082092199201,0.632840404774429,-0.0802938965025373,-0.0382248782864578,-0.570067941034009,1.3320542166923,"2020-10-16","2021-03-03","1",92729,71.3476905822343
"36",36,"Alabama","Lawrence",1079,34.5217,-87.311,2074,0.420578671808648,-0.413145293939224,-0.304372686288546,0.862728884041309,1.34610213030808,1.63763420741357,0.974708540580108,0.005650885703674,1.31156655883018,"2020-10-16","2021-03-03","1",32924,62.9935609281983
"37",37,"Alabama","Limestone",1083,34.8101,-86.9814,6775,-0.338510285812498,-0.035556059275012,-1.23858134907865,-0.0367920365602261,-0.206706432554129,0.76232860475965,0.801533879015323,-0.1309632366473,1.41917451992461,"2020-10-16","2021-03-03","1",98915,68.4931506849315
"38",38,"Alabama","Macon",1087,32.3859,-85.6927,949,2.26362242314819,1.93788904930792,2.88813913254249,0.979471082545303,4.22997195101244,0.795969382056876,1.19846352746175,0.640315810929958,2.14580002638521,"2020-10-16","2021-03-03","1",18068,52.523798981625
"39",39,"Alabama","Madison",1089,34.7631,-86.5502,23755,0.060344400151823,0.32731545323845,-0.672054644824761,-1.3378612767034,-0.251256340844851,-0.881600592054223,-0.171854013764322,-0.858811438753999,-0.020890698564593,"2020-10-16","2021-03-03","1",372909,63.7018682842195
"40",40,"Alabama","Marengo",1091,32.2477,-87.7895,1445,1.47416904802197,1.05833480101153,2.4146825444375,0.0725681906456392,3.01919322375035,0.589905360262248,0.721086758352427,-0.399533569776314,1.54296565716572,"2020-10-16","2021-03-03","1",18863,76.6049939034088
"41",41,"Alabama","Marion",1093,34.1366,-87.8871,1852,0.170703075872242,-0.636008257907867,0.14963390946895,1.00146780763229,1.08287443817785,1.05826264932853,1.42443224511224,-1.21382346827791,1.20518955398106,"2020-10-16","2021-03-03","1",29709,62.3380120502205
"42",42,"Alabama","Mobile",1097,30.7872,-88.2058,22092,0.976677781419525,1.60996469921146,0.925322420551166,0.0409307070197897,1.44861385730462,-0.356295780936973,0.651253681255294,1.02201785897722,2.64462063880923,"2020-10-16","2021-03-03","1",413210,53.4643401660173
"43",43,"Alabama","Monroe",1099,31.5709,-87.3655,1047,1.21301429969159,1.55823003688833,2.3553207126307,1.71549561346983,2.93726325573113,0.698677773537627,1.11354218202664,-0.005013686462684,2.3050641552662,"2020-10-16","2021-03-03","1",20733,50.4992041672696
"44",44,"Alabama","Montgomery",1101,32.2203,-86.2076,13191,1.09516663233255,1.2132297823332,1.80703782843777,-0.524905460551929,3.44019917925747,-1.68930926419409,0.877825315774313,1.43803441699962,2.23105769047721,"2020-10-16","2021-03-03","1",226486,58.2420105436981
"45",45,"Alabama","Morgan",1103,34.4535,-86.8529,9896,0.267874581348455,0.086765714965929,-0.654774025627437,0.470413545862183,1.03947193785625,-0.025601123750409,0.294327063694297,-0.314378073817605,0.768550401638715,"2020-10-16","2021-03-03","1",119679,82.6878566832945
"46",46,"Alabama","Perry",1105,32.6385,-87.2944,483,1.75787792760931,1.73107881128165,3.37639729084297,2.33274953052195,6.0972000958702,0.946544038828959,1.55359450518893,0.389204640843538,1.7156179156458,"2020-10-16","2021-03-03","1",8923,54.129776980836
"47",47,"Alabama","Pickens",1107,33.2808,-88.0888,1475,0.0209211786851,1.12388440170436,0.914530435725758,1.50980803106839,2.86514166917852,0.845668248795461,0.33366106716335,-1.0627947063047,2.07461796477659,"2020-10-16","2021-03-03","1",19930,74.0090316106372
"48",48,"Alabama","Pike",1109,31.8027,-85.9409,1641,0.770437076831268,0.463178485629796,1.80724140525384,0.16243238470438,1.39944763095661,0.501495103025771,1.52592243707067,0.048471412380525,1.55244498469363,"2020-10-16","2021-03-03","1",33114,49.5560789998188
"49",49,"Alabama","Randolph",1111,33.2938,-85.4591,872,0.869744618578371,-0.013728804575848,0.98741258796755,1.6503206468398,1.85620531054108,1.38663418404217,1.83955023339532,-0.095907741861881,0.345984776360161,"2020-10-16","2021-03-03","1",22722,38.3769034415985
"50",50,"Alabama","Russell",1113,32.2884,-85.1849,2175,0.789293612450299,1.15457204549451,0.889257373768545,0.256653579178345,2.33075069672686,1.06591971060519,1.34464537189188,2.3145913429612,2.0001350897686,"2020-10-16","2021-03-03","1",57961,37.5252324839116
"51",51,"Alabama","St. Clair",1115,33.7157,-86.3146,6298,0.084436122847202,-0.427191656609728,-1.18989818864148,0.579188277438614,0.268756785504381,1.23219388801176,0.871774548079636,-0.815668912825465,1.80822904631846,"2020-10-16","2021-03-03","1",89512,70.3592814371257
"52",52,"Alabama","Shelby",1117,33.2643,-86.6607,15206,0.512586094078613,-0.10180367485069,-2.04570166552751,-1.61004484816948,-1.23449913987506,-0.686462122243341,1.00268161389168,-0.956972846563001,2.29162483934596,"2020-10-16","2021-03-03","1",217702,69.8477735620252
"53",53,"Alabama","Sumter",1119,32.5911,-88.1988,531,1.89077909179188,2.1330932123839,3.37751929031314,0.178655269022308,4.82237506324343,0.605707161860659,1.1187205863679,-0.252287336395258,1.7288024889245,"2020-10-16","2021-03-03","1",12427,42.729540516617
"54",54,"Alabama","Talladega",1121,33.3801,-86.1659,5087,0.732883712891483,0.355469675916553,0.998363787376704,0.826087613088306,2.12459885907475,0.753506919203817,1.26868789485227,0.351087333410581,1.80941244769059,"2020-10-16","2021-03-03","1",79978,63.6049913726275
"55",55,"Alabama","Tallapoosa",1123,32.8624,-85.7975,2364,0.939818327943097,0.169636519384385,1.11390987051291,1.00146848348013,1.47616196260958,0.487510053629251,0.393814600168513,0.752867645994485,1.98087545254315,"2020-10-16","2021-03-03","1",40367,58.5626873436223
"56",56,"Alabama","Tuscaloosa",1125,33.2896,-87.5251,14542,0.519717173186756,0.64831227097561,-0.002192078199533,-0.415668406928181,1.43640428901524,-0.361795126962342,0.713293160048111,0.588867635115252,1.42643796530389,"2020-10-16","2021-03-03","1",209355,69.4609634353132
"57",57,"Alabama","Walker",1127,33.8033,-87.2973,3956,0.57446462379329,-0.551788375545981,0.826463929696922,0.651129413301317,0.666271857294323,0.306709566526441,0.889256540051358,-0.093929416383218,1.29205877183492,"2020-10-16","2021-03-03","1",63521,62.2786165205208
"58",58,"Alabama","Washington",1129,31.4076,-88.2078,952,0.606826544869682,0.68108361082228,3.53295729203938,0.430712489025079,2.31979022309403,1.6310766198585,2.07264627549167,-0.865558298449821,1.49967067120131,"2020-10-16","2021-03-03","1",16326,58.3118951365919
"59",59,"Alabama","Wilcox",1131,31.9893,-87.3082,671,1.53775642637612,1.88907706906354,5.21893449558851,2.17351910523135,5.29481406197749,1.32532868828411,1.29070048966848,-0.098104674803224,1.52676963533272,"2020-10-16","2021-03-03","1",10373,64.6871686108165
"60",60,"Alabama","Winston",1133,34.1492,-87.3737,1716,0.58582797163947,-0.712341117033185,0.080160750739956,1.72443831908006,1.29224024412021,0.876860095546904,1.96786858922312,-0.750232454977764,1.27181626067581,"2020-10-16","2021-03-03","1",23629,72.6226247407846
"61",61,"Arizona","Apache",4001,35.3955,-109.4888,6752,0.027209152070625,-0.260673602487808,4.9662041212925,1.29269982025371,1.8886466956378,-0.288487339569684,-1.66812209649368,2.56758083739017,-1.83402056875001,"2020-10-16","2021-03-03","1",71887,93.9251881425014
"62",62,"Arizona","Cochise",4003,31.8796,-109.7512,9237,-0.152501216220627,1.9180553236856,0.528429070512619,-0.222260565197213,-1.06697849006355,-0.249985206546636,0.489302982564496,0.384275867815826,0.080279741136473,"2020-10-16","2021-03-03","1",125922,73.3549340067661
"63",63,"Arizona","Coconino",4005,35.8387,-111.7705,11992,0.00383899579419,0.32970938784215,0.884251685100943,-1.01520534548017,-1.70918742624395,-1.28436315727264,-1.0660034509199,1.52615232065378,-1.83247964095964,"2020-10-16","2021-03-03","1",143476,83.5819231090914
"64",64,"Arizona","Gila",4007,33.7997,-110.8117,4716,0.84120472417637,0.642101582852554,0.814895301951445,0.505891194428018,-0.685985506933633,0.0952057197049463,-0.199289399573646,1.6597600381236,0.182763696917663,"2020-10-16","2021-03-03","1",54018,87.3042319226924
"65",65,"Arizona","Graham",4009,32.9326,-109.8875,4290,-1.95954205176893,1.73715371349518,-0.149121457232477,1.39841454799678,-0.329406716767976,-0.128962220667207,0.623527496417289,1.05064927889905,2.71983702096182,"2020-10-16","2021-03-03","1",38837,110.461673146742
"66",66,"Arizona","Greenlee",4011,33.2152,-109.2402,492,-1.21622790633585,2.88026947968174,-1.82844498426287,0.190291148672045,-0.707449976656678,0.570649687263977,1.19909309924938,-0.931172270652462,2.78794053533928,"2020-10-16","2021-03-03","1",9498,51.8003790271636
"67",67,"Arizona","La Paz",4012,33.7294,-113.9816,1825,0.994685164473986,1.35171797329837,1.10363555513311,1.60536512793326,0.696821779399445,0.30919324437121,1.7291127805989,1.1798037729503,4.15230026170829,"2020-10-16","2021-03-03","1",21108,86.4601099109342
"68",68,"Arizona","Maricopa",4013,33.349,-112.4915,363674,-0.040423263085047,1.64073172959053,-0.648126799649916,-0.346659110379435,-1.26043023585302,-0.835930404472508,-0.551293780159846,1.31486763658014,4.24676211225374,"2020-10-16","2021-03-03","1",4485414,81.0792493179002
"69",69,"Arizona","Mohave",4015,35.7041,-113.758,17110,0.587947995123427,0.536501143554633,0.843875639962443,0.702659215383757,-0.06744191523377,0.0866327400220648,0.912346213564664,1.73462460957092,2.22429701417774,"2020-10-16","2021-03-03","1",212181,80.6386999778491
"70",70,"Arizona","Navajo",4017,35.3997,-110.3214,9594,-0.082762793819405,0.116703883924126,2.13380392004954,0.911963533757365,0.509184880193105,-0.547378170014214,-0.672109054014298,1.77426651868298,0.354617841613818,"2020-10-16","2021-03-03","1",110924,86.4916519418701
"71",71,"Arizona","Pima",4019,32.0974,-111.7899,83172,0.423941344090076,2.10448466562829,0.236196460109958,-0.375844068383961,-1.70545750644182,-1.08236138476532,-1.15847514508281,1.30689879428344,2.58818341704707,"2020-10-16","2021-03-03","1",1047279,79.4172326572002
"72",72,"Arizona","Pinal",4021,32.9044,-111.3448,35286,-0.671759846086198,1.58624134043234,-0.872498001440909,0.44526165518564,0.014723787338212,1.17635952650467,0.0553170008540906,1.18994708034612,4.62352473115704,"2020-10-16","2021-03-03","1",462789,76.2464103511536
"73",73,"Arizona","Santa Cruz",4023,31.5259,-110.8465,4701,0.73651709179518,5.3894685713166,2.15138939382659,1.77673999692621,0.700465318733541,0.69961737766881,-0.927310786113512,1.32893920879925,2.68299776360758,"2020-10-16","2021-03-03","1",46498,101.10112262893
"74",74,"Arizona","Yavapai",4025,34.5999,-112.554,14331,1.55690495731325,0.356029222319866,-0.511373700175625,-0.498414021704821,-2.26751087956539,-0.465238127131784,0.131039993231269,1.55426600356077,0.150136426132789,"2020-10-16","2021-03-03","1",235099,60.9572988400631
"75",75,"Arizona","Yuma",4027,32.7695,-113.9056,23346,-0.683257684591292,4.12969501532702,3.54539965928459,2.26884329728058,1.78415213542755,0.545705090387477,-0.263498540905366,1.29145515954432,4.63881927705861,"2020-10-16","2021-03-03","1",213787,109.202149803309
"76",76,"Arkansas","Arkansas",5001,34.2908,-91.3749,1403,0.856455562438745,0.866668872078178,0.719445651466122,0.256142262963434,1.079848805041,-0.037482635445814,-0.00810760976658509,-0.367918920239054,1.54219283916967,"2020-10-16","2021-03-03","1",17486,80.2356170650806
"77",77,"Arkansas","Baxter",5005,36.2872,-92.337,2383,1.42699974106799,-0.755921686540371,-0.771672560047127,0.0388515098648679,-0.517095615380129,-0.571154666615543,-0.0515122662779608,-0.078250484525905,1.11283322928291,"2020-10-16","2021-03-03","1",41932,56.8301058857197
"78",78,"Arkansas","Benton",5007,36.3387,-94.2561,19829,-0.338034763311883,-0.157637991587846,-1.66226518035042,-0.110545663826647,-1.52314174284448,-0.0302007520166914,-0.471813020667646,-1.04660192952709,0.778359149048921,"2020-10-16","2021-03-03","1",279141,71.0357847826009
"79",79,"Arkansas","Boone",5009,36.3086,-93.0915,2718,0.430427489925632,-0.744635994258583,-0.780440486829826,-0.205852116905539,0.105834148751303,-0.653798925782215,0.556896967491738,-0.43629967468269,0.643050419988911,"2020-10-16","2021-03-03","1",37432,72.6116691600769
"80",80,"Arkansas","Carroll",5015,36.341,-93.5382,1797,0.366154830969381,-0.421742172130431,0.021647265934714,0.819182971257636,0.097220948582497,0.422022219039073,0.322817317604466,0.64841860593432,0.511663762662914,"2020-10-16","2021-03-03","1",28380,63.3192389006342
"81",81,"Arkansas","Clark",5019,34.051,-93.1764,1591,0.914855477452858,0.752367752265366,0.516013379477991,-0.533803826581854,1.21871848783525,0.134993043577721,0.0564299110635886,0.528430303674912,1.56438957806018,"2020-10-16","2021-03-03","1",22320,71.2813620071685
"82",82,"Arkansas","Clay",5021,36.3683,-90.4175,1284,0.368283097428646,-0.732124843420594,0.262553395184621,0.650780739783773,1.13222532108178,1.17555036539108,0.842933722206307,0.466411304084796,0.76530907874157,"2020-10-16","2021-03-03","1",14551,88.2413579822693
"83",83,"Arkansas","Cleburne",5023,35.5381,-92.0267,1478,0.734156794394986,-0.743182189499223,0.12763240347059,0.601772069850789,0.23131376094756,0.0359348324116695,0.538476939125674,-0.593237560513417,0.960489395548104,"2020-10-16","2021-03-03","1",24919,59.3121714354509
"84",84,"Arkansas","Columbia",5027,33.2143,-93.2273,1631,0.762409267554787,1.42502955856889,2.33331734791607,-0.172194525999486,1.96535273514847,-0.0233683729534118,0.76964677447532,0.67980133897688,2.14386968620622,"2020-10-16","2021-03-03","1",23457,69.5314831393614
"85",85,"Arkansas","Conway",5029,35.2622,-92.7013,1829,0.468606932243177,-0.013379410745049,0.562179549570319,0.0872487351689113,1.357509075671,-0.0820141147019378,0.422304697279897,-0.541279601035027,1.68013894371735,"2020-10-16","2021-03-03","1",20846,87.7386548978221
"86",86,"Arkansas","Craighead",5031,35.8308,-90.6328,8942,0.400214240952031,0.428343481028605,0.182082707139579,-0.200633837260454,0.699775068115101,-1.90333790659405,-0.198056933832489,0.394534467843686,1.41707584282038,"2020-10-16","2021-03-03","1",110332,81.0462966319835
"87",87,"Arkansas","Crawford",5033,35.5885,-94.2429,4968,0.265857409899648,-0.512223289203567,-0.517694222027138,0.903800223104911,0.455935272288194,0.925053787537719,0.256537769704472,-0.171076491179669,1.92263765814104,"2020-10-16","2021-03-03","1",63257,78.5367627298165
"88",88,"Arkansas","Crittenden",5035,35.2079,-90.3089,3620,0.870574932937988,2.85131612035449,1.6064693165511,0.730163333373538,3.27181779053971,0.204091214262624,0.95728825129203,1.55905829540617,1.92899401626158,"2020-10-16","2021-03-03","1",47955,75.4874361380461
"89",89,"Arkansas","Cross",5037,35.2957,-90.7712,1368,0.727494113955199,0.74609195921639,0.585933084026424,0.948490745087258,1.78804941509605,0.29707730714712,0.440926600021749,-0.561595671985587,1.35820473283237,"2020-10-16","2021-03-03","1",16419,83.3181070710762
"90",90,"Arkansas","Dallas",5039,33.9698,-92.6544,565,0.701494817662168,1.80395097863219,2.10102351359776,-0.658880216558843,1.86388326023546,1.21527010264547,0.70230059518864,-1.11788525748943,1.40112254054035,"2020-10-16","2021-03-03","1",7009,80.6106434584106
"91",91,"Arkansas","Faulkner",5045,35.147,-92.332,8740,0.336930462751682,0.051506211871064,-0.786427428268231,-0.926793600368527,-0.049127495982374,0.0865129180108575,-0.253376228988812,0.648304573469505,2.10018083456076,"2020-10-16","2021-03-03","1",126007,69.3612259636369
"92",92,"Arkansas","Franklin",5047,35.5123,-93.8906,1187,0.151387831399014,-0.727670256676297,0.452229450096174,0.440719749788238,0.590789816038175,1.1932771164738,0.157098962072727,0.880256111381353,1.77640665380279,"2020-10-16","2021-03-03","1",17715,67.0053626869884
"93",93,"Arkansas","Fulton",5049,36.3817,-91.8182,817,0.882851683603694,-0.717453365386316,0.674965112532242,0.552844185821706,1.3105054783964,0.573301575524543,0.826904952887933,0.346318154830871,1.00457575489863,"2020-10-16","2021-03-03","1",12477,65.4804840907269
"94",94,"Arkansas","Garland",5051,34.5767,-93.1504,7527,1.07359249710404,-0.143044912640475,0.163613974324668,-0.416730084736892,-0.463169627206817,-0.982272047382869,-0.374035601319183,0.604343528161344,2.06381065690094,"2020-10-16","2021-03-03","1",99386,75.7350129796953
"95",95,"Arkansas","Grant",5053,34.29,-92.4236,1256,0.293953314637787,-0.59802131471388,-0.428024008466479,-0.103040762093794,-0.243235963812772,1.14290343996899,-0.0649724401293401,-0.072812690118619,1.8290925464057,"2020-10-16","2021-03-03","1",18265,68.7653983027649
"96",96,"Arkansas","Greene",5055,36.1176,-90.559,4691,0.211685046367896,-0.638758023522261,-0.690409236840954,0.319034081414252,1.03971097761946,0.300525106940508,0.117565170528968,0.042714703229329,1.3313037307742,"2020-10-16","2021-03-03","1",45325,103.496966354109
"97",97,"Arkansas","Hempstead",5057,33.7353,-93.6685,1437,0.665003312053823,1.41784363079102,0.499859555570825,0.690225651328527,2.25005661977038,0.934455680906732,1.77457027300775,0.357784909187648,1.80374829242389,"2020-10-16","2021-03-03","1",21532,66.7378785064091
"98",98,"Arkansas","Hot Spring",5059,34.3176,-92.946,2767,-0.969870077761645,-0.074933221106653,0.212680871337815,0.295237631427929,0.429737674340537,1.09618215484331,-0.192516911017011,-0.791306668020115,2.38843044510163,"2020-10-16","2021-03-03","1",33771,81.9342039027568
"99",99,"Arkansas","Howard",5061,34.0888,-93.9935,1061,0.60493152456199,0.848120422857672,-0.321153867711873,0.315366578346932,1.9156393576336,0.517902430081383,0.252474315618712,-0.720299539493821,1.84922955039572,"2020-10-16","2021-03-03","1",13202,80.3666111195273
"100",100,"Arkansas","Independence",5063,35.7415,-91.5697,2324,0.331213748446026,-0.510862602591439,-0.323170994940558,0.112256320255357,0.358153276915571,-0.4407757860624,-0.267138122517636,-0.141494147877199,1.70725483654139,"2020-10-16","2021-03-03","1",37825,61.4408460013219
"101",101,"Arkansas","Izard",5065,36.0949,-91.9134,1259,-0.749801593796766,-0.603527292210361,1.03729743696757,0.748922395989013,0.979712115015785,1.07500266212516,0.607556860432976,-0.336452604546481,0.823819774232187,"2020-10-16","2021-03-03","1",13629,92.3765500036687
